Symbol,Datetime,Open,Close,reason,prev_close,gap_pct_raw
QUBT,2011-08-25,0.038,0.038,r2_split_like,0.025,51.99999999999999
QUBT,2011-10-07,0.02,0.02,r2_split_like,0.03,-33.33333333333333
QUBT,2012-01-24,0.015,0.015,r2_split_like,0.006,149.99999999999997
QUBT,2018-02-13,0.07,0.085,r2_split_like,0.105,-33.33333333333333
QUBT,2018-08-14,5.0,5.0,r2_split_like,2.0,150.0
RANKF,2026-01-28,0.9,0.9,r2_split_like,1.37,-34.306569343065696
RCAT,2010-01-05,0.002,0.002,r2_split_like,0.001,100.0
RCAT,2010-01-12,0.002,0.002,r2_split_like,0.003,-33.33333333333333
RCAT,2010-01-14,0.003,0.003,r2_split_like,0.002,50.0
RCAT,2010-01-19,0.002,0.004,r2_split_like,0.004,-50.0
RCAT,2010-01-28,0.003,0.002,r2_split_like,0.002,50.0
